公司全名,公司简称,公司规模,融资阶段,区域,职位名称,工作经验,学历要求,工资,职位福利,最低年限,经验,最低工资,月最低工资
北京爱奇艺科技有限公司,爱奇艺,2000人以上,上市公司,长宁区,高级大数据研发工程师,3-5年,本科,20k-35k,发展前景好,"['3', '5']",3,"['20', '35']",20
上海爱邻网络科技有限公司,爱邻,15-50人,未融资,浦东新区,大数据开发/架构,3-5年,本科,25K-45K,福利待遇，发展前景,"['3', '5']",3,"['25', '45']",25
上海寻梦信息技术有限公司,拼多多,500-2000人,C轮,长宁区,大数据服务系统开发,3-5年,本科,25k-50k,"福利好,大牛多,成长快","['3', '5']",3,"['25', '50']",25
武汉智想新创科技有限公司,智想新创科技,500-2000人,不需要融资,浦东新区,大数据架构师/大数据高级开发工程师,5-10年,大专,25k-50k,"大数据开发,大数据架构","['5', '10']",5,"['25', '50']",25
珠海横琴极盛科技有限公司,极盛科技,500-2000人,上市公司,浦东新区,算法工程师（大数据）,1-3年,硕士,20k-40k,"1年16薪,海量数据","['1', '3']",1,"['20', '40']",20
上海前隆信息科技有限公司,前隆科技,500-2000人,B轮,虹口区,大数据架构师,5-10年,本科,20k-25k,待遇佳,"['5', '10']",5,"['20', '25']",20
上海经达信息科技股份有限公司,上海经达,15-50人,不需要融资,徐汇区,大数据模型算法工程师,1-3年,本科,10k-20k,"平台大,客户高端,有上升空间","['1', '3']",1,"['10', '20']",10
圆通速递有限公司,圆通,2000人以上,上市公司,青浦区,大数据产品经理,1-3年,本科,12k-24k,"上市公司,大牛团队,大平台,机会多","['1', '3']",1,"['12', '24']",12
上海帜讯信息技术股份有限公司,帜讯信息,500-2000人,上市公司,浦东新区,大数据算法工程师,3-5年,本科,20k-35k,补充公积金/探亲假/交通补贴/年终奖,"['3', '5']",3,"['20', '35']",20
上海大岂网络科技有限公司,MoSeeker仟寻,50-150人,B轮,徐汇区,大数据架构师,5-10年,本科,30k-50k,"团队氛围好,超长年假,平台空间大","['5', '10']",5,"['30', '50']",30
上海享骑电动车服务有限公司,享骑出行,150-500人,未融资,闵行区,大数据平台资深工程师,5-10年,不限,20k-40k,"发展前景好,成长空间大","['5', '10']",5,"['20', '40']",20
上海晋景数据科技有限公司,上海晋景数据,少于15人,不需要融资,静安区,大数据架构师,3-5年,本科,20k-40k,"高薪资,技术型公司","['3', '5']",3,"['20', '40']",20
上海爱可生信息技术股份有限公司,爱可生,150-500人,B轮,徐汇区,大数据解决方案经理,5-10年,硕士,15k-25k,"新三板,团建,技术大牛","['5', '10']",5,"['15', '25']",15
光大云付互联网股份有限公司,光大云付,50-150人,不需要融资,浦东新区,大数据算法工程师,不限,本科,20k-30k,"团队强悍,全薪丰厚,扁平管理,晋升空间广",[],0,"['20', '30']",20
拉扎斯网络科技（上海）有限公司,饿了么,2000人以上,D轮及以上,普陀区,资深/专家产品经理（大数据方向）,3-5年,本科,15k-30k,数据领域大神等你一起来玩耍,"['3', '5']",3,"['15', '30']",15
上海知助数据科技有限公司,知助数据,少于15人,天使轮,浦东新区,大数据服务后端工程师,不限,本科,10k-16k,"前沿技术,员工期权,发展空间大",[],0,"['10', '16']",10
上海脉豪商务信息咨询有限公司,眸事网,150-500人,天使轮,虹口区,大数据架构师,3-5年,本科,25K-40K,行业先锋 智能语音 发展空间大 数据驱动,"['3', '5']",3,"['25', '40']",25
上海帜讯信息技术股份有限公司,帜讯信息,500-2000人,上市公司,浦东新区,大数据技术总监,10年以上,本科,35k-60k,"大数据平台,股票期权,团队大牛多,工作氛",['10'],10,"['35', '60']",35
达疆网络科技（上海）有限公司,达达-京东到家,2000人以上,D轮及以上,浦东新区,大数据平台开发,3-5年,本科,15k-30k,"大数据,数据驱动","['3', '5']",3,"['15', '30']",15
上海商涌网络科技有限公司,商涌网络,15-50人,天使轮,浦东新区,大数据业务发展经理,1-3年,本科,10k-20k,"发展前景好,学习空间大,团队氛围好,新兴行业","['1', '3']",1,"['10', '20']",10
天翼电子商务有限公司,翼支付,500-2000人,上市公司,虹口区,大数据人工智能工程师 - 深度学习方向,1-3年,本科,25k-30k,"八险二金,培训机会,各种补贴","['1', '3']",1,"['25', '30']",25
上海合合信息科技发展有限公司,名片全能王,150-500人,C轮,静安区,大数据架构师,5-10年,本科,25k-40k,"亿级用户,领导好,福利好,团队氛围好","['5', '10']",5,"['25', '40']",25
上海懿天网络科技有限公司,Versa,15-50人,A轮,徐汇区,大数据产品经理,3-5年,本科,25k-35k,"AI,扁平化,弹性工作,交通方便","['3', '5']",3,"['25', '35']",25
招商银行股份有限公司信用卡中心,招商银行信用卡中心,2000人以上,上市公司,浦东新区,大数据平台研发工程师（O2o）,3-5年,本科,20k-35k,专业团队、技术大牛、赋能文化,"['3', '5']",3,"['20', '35']",20
上海合合信息科技发展有限公司,名片全能王,150-500人,C轮,静安区,大数据产品经理,5-10年,本科,15k-30k,"大数据,人工智能,团队专业,产品一流","['5', '10']",5,"['15', '30']",15
北京爱奇艺科技有限公司,爱奇艺,2000人以上,上市公司,长宁区,大数据开发经理,5-10年,本科,25k-40k,发展前景好,"['5', '10']",5,"['25', '40']",25
上海无学网络科技有限公司,www.91wuxue.cn,15-50人,天使轮,徐汇区,大数据架构师,5-10年,本科,15k-30k,"灵活,努力,和业内顶尖","['5', '10']",5,"['15', '30']",15
上海狮博实业投资有限公司,狮博,15-50人,不需要融资,静安区,大数据架构师,5-10年,本科,20k-40k,"六险一金,车贴餐补,旅游基金,至少14薪","['5', '10']",5,"['20', '40']",20
上海幻电信息科技有限公司,哔哩哔哩,2000人以上,上市公司,杨浦区,大数据架构师,5-10年,本科,35K-45K,五险一金，年终奖金,"['5', '10']",5,"['35', '45']",35
苏州盈衍友诚信息科技有限公司,美好分期,150-500人,A轮,黄浦区,大数据科学家,1-3年,本科,15k-25k,"五险一金,年底双薪,带薪年假,定期体检","['1', '3']",1,"['15', '25']",15
长沙数云信息技术服务有限公司,数云大数据,15-50人,未融资,浦东新区,大数据讲师,3-5年,本科,15k-30k,"年底双薪,期权分红,项目奖金,弹性工作","['3', '5']",3,"['15', '30']",15
上海宝尊电子商务有限公司,宝尊电商,2000人以上,上市公司,闸北区,大数据开发经理,5-10年,大专,20k-40k,"环境好,领导nic,福利多多,弹性工作","['5', '10']",5,"['20', '40']",20
上海汉询软件有限公司,汉询软件,15-50人,不需要融资,闵行区,大数据架构师,5-10年,大专,30k-50k,"五险一金,带薪休假,公司旅游","['5', '10']",5,"['30', '50']",30
钱包生活（平潭）科技有限公司上海分公司,钱包生活,2000人以上,B轮,闵行区,大数据产品经理,3-5年,本科,20k-30k,"五险两金,试用期不打,地铁周边,工作氛围好","['3', '5']",3,"['20', '30']",20
上海云济信息科技有限公司,复星云济,2000人以上,上市公司,徐汇区,大数据架构师,3-5年,本科,30K-60K,福利好、有发展空间,"['3', '5']",3,"['30', '60']",30
北京九章云极科技有限公司,九章云极科技,150-500人,B轮,长宁区,大数据分析师,3-5年,本科,15K-30K,技术大牛  技术驱动 Geek氛围,"['3', '5']",3,"['15', '30']",15
上海彩亿信息技术有限公司,有鱼金融科技,500-2000人,不需要融资,徐汇区,大数据挖掘【徐汇】,不限,本科,10k-20k,优质平台，行业前三，海量数据，极客文化,[],0,"['10', '20']",10
上海金融期货信息技术有限公司,中金所技术公司,150-500人,不需要融资,浦东新区,大数据专家,5-10年,本科,50k-80k,"团队和谐,海量数据,升值空间大","['5', '10']",5,"['50', '80']",50
上海众调信息科技有限公司,上海众调科技,50-150人,A轮,杨浦区,大数据科学家,5-10年,硕士,20k-40k,"交通便利,明日之星,核心职位,团队不错","['5', '10']",5,"['20', '40']",20
达疆网络科技（上海）有限公司,达达-京东到家,2000人以上,D轮及以上,浦东新区,大数据平台开发,3-5年,本科,20k-35k,"工作氛围,数据量","['3', '5']",3,"['20', '35']",20
上海祺玖电子商务有限公司,上海祺玖电子商务有限公司,150-500人,不需要融资,虹口区,大数据架构师,5-10年,本科,30k-35k,"弹性工作,五险一金,股权分配,周末双休","['5', '10']",5,"['30', '35']",30
上海图趣信息科技有限公司,图趣科技,15-50人,A轮,浦东新区,大数据高级工程师（data base）,3-5年,本科,25k-50k,"大数据,高精地图,自动驾驶,Uber","['3', '5']",3,"['25', '50']",25
上海德启信息科技有限公司,德邦,2000人以上,不需要融资,青浦区,大数据产品专家,10年以上,大专,40k-80k,"上市公司,完善制度,晋升空间大",['10'],10,"['40', '80']",40
上海爱可生信息技术股份有限公司,爱可生,150-500人,B轮,徐汇区,售前工程师（大数据方向）,5-10年,本科,13k-26k,"新三板,团建,技术大牛","['5', '10']",5,"['13', '26']",13
上海卡行天下供应链管理有限公司,卡行天下,2000人以上,D轮及以上,长宁区,架构师（大数据方向）,5-10年,本科,20k-40k,"平台大,成长快,领导好,氛围好","['5', '10']",5,"['20', '40']",20
上海中通吉网络技术有限公司,中通快递,2000人以上,上市公司,青浦区,大数据系统架构师,5-10年,本科,30k-50k,"大数据,扁平化","['5', '10']",5,"['30', '50']",30
蓝月亮（中国）有限公司,蓝月亮,2000人以上,不需要融资,闵行区,产品经理（大数据）,3-5年,本科,25k-50k,"五险一金,食宿,餐补,薪酬竞争力","['3', '5']",3,"['25', '50']",25
上海汇付数据服务有限公司,汇付,500-2000人,C轮,徐汇区,大数据产品经理,3-5年,本科,20k-35k,"大数据,产品经理,BI,金融","['3', '5']",3,"['20', '35']",20
上海帜讯信息技术股份有限公司,帜讯信息,500-2000人,上市公司,浦东新区,大数据架构师,5-10年,本科,28k-40k,"行业领头羊,股票期权,探亲假,工作氛围好","['5', '10']",5,"['28', '40']",28
秒针信息技术有限公司,秒针系统,500-2000人,D轮及以上,长宁区,大数据项目经理,5-10年,本科,15k-25k,"上升空间,福利待遇好,团队氛围好","['5', '10']",5,"['15', '25']",15
上海脉豪商务信息咨询有限公司,眸事网,150-500人,天使轮,虹口区,大数据渠道经理,3-5年,大专,10k-15k,互联网大数据人工智能精准营销,"['3', '5']",3,"['10', '15']",10
国泰君安证券股份有限公司,国泰君安证券股份有限公司,2000人以上,上市公司,浦东新区,上海分公司信息技术部 - 大数据挖掘岗,3-5年,本科,10k-20k,国内综合实力最强的证券公司之一,"['3', '5']",3,"['10', '20']",10
上海掌小门教育科技有限公司,掌门1对1在线教育,500-2000人,D轮及以上,虹口区,大数据架构师,5-10年,本科,25k-40k,"在线教育,D轮,技术大佬,团队氛围","['5', '10']",5,"['25', '40']",25
上海中软华腾软件系统有限公司,上海中软华腾软件系统有限公司,2000人以上,上市公司,浦东新区,中高级大数据开发（金融）,3-5年,本科,15k-30k,"大数据,人工智能,AI","['3', '5']",3,"['15', '30']",15
聚时科技（上海）有限公司,聚时科技（上海）有限公司Matrixtime Robotics,50-150人,天使轮,闵行区,大数据技术总监,5-10年,硕士,30K-60K,人工智能，机器视觉，机器学习,"['5', '10']",5,"['30', '60']",30
中腾信金融信息服务（上海）有限公司,中腾信,2000人以上,不需要融资,虹口区,大数据架构师,5-10年,本科,28k-35k,"丰厚奖金,高温补贴,六险一金,福利年休假","['5', '10']",5,"['28', '35']",28
上海享物说网络科技有限公司,享物说,50-150人,B轮,徐汇区,大数据分析师,3-5年,本科,20k-40k,"大牛云集,团队氛围好,发展空间大,零食下午茶","['3', '5']",3,"['20', '40']",20
北京满运物流信息有限公司,运满满,500-2000人,D轮及以上,浦东新区,大数据架构师,5-10年,本科,25K-45K,福利非常好，职位高,"['5', '10']",5,"['25', '45']",25
上海文什数据科技有限公司,上海文什数据科技有限公司,15-50人,A轮,杨浦区,大数据挖掘工程师,1-3年,本科,8k-15k,"五险一金,补充公积金,员工体检,项目奖金","['1', '3']",1,"['8', '15']",8
即科金融信息服务（上海）有限公司,GeexFinance,150-500人,A轮,杨浦区,大数据挖掘/人工智能/神经网络算法科学家,5-10年,博士,80k-100k,"大牛云集,五险一金,公司团建","['5', '10']",5,"['80', '100']",80
天翼征信有限公司,天翼征信有限公司,50-150人,不需要融资,虹口区,大数据产品经理,3-5年,本科,20k-40k,"平台好,公司氛围好,节日福利,生日福利","['3', '5']",3,"['20', '40']",20
北京九章云极科技有限公司,九章云极科技,150-500人,B轮,长宁区,大数据架构师,5-10年,本科,20k-40k,"技术驱动,领导好,带薪年假,绩效奖金","['5', '10']",5,"['20', '40']",20
北京国双科技有限公司,Gridsum 国双,500-2000人,上市公司,静安区,高级架构师（大数据方向）,5-10年,本科,40k-60k,上市公司 发展空间大 氛围好 牛人多,"['5', '10']",5,"['40', '60']",40
上海点融信息科技有限责任公司,点融,150-500人,D轮及以上,黄浦区,大数据开发工程师（大数据平台架构方向）,3-5年,硕士,18k-30k,"大牛多,弹性工时","['3', '5']",3,"['18', '30']",18
韩领网络科技（上海）有限公司,Coupang,150-500人,不需要融资,朝阳区,大数据架构师,5-10年,本科,28K-45K,"弹性工作制,技术氛围强,技术自由度,国外出差","['5', '10']",5,"['28', '45']",28
威比网络科技（上海）有限公司,TutorABC英语,2000人以上,C轮,浦东新区,高级大数据分析师,3-5年,本科,10k-20k,"五险一金,定期体检,咖啡早点","['3', '5']",3,"['10', '20']",10
百姓网股份有限公司,百姓网,500-2000人,上市公司,徐汇区,大数据平台高级工程师,3-5年,本科,20k-35k,工程师文化 开放 福利待遇佳,"['3', '5']",3,"['20', '35']",20
即科金融信息服务（上海）有限公司,GeexFinance,150-500人,A轮,杨浦区,大数据挖掘/人工智能/神经网络算法工程师,1-3年,硕士,20k-40k,"团建,大牛云集","['1', '3']",1,"['20', '40']",20
上海秦苍信息科技有限公司,买单侠,500-2000人,C轮,浦东新区,大数据架构师,5-10年,本科,25k-40k,"扁平化管理,弹性工作","['5', '10']",5,"['25', '40']",25
上海维跃信息科技有限公司,善诊,50-150人,B轮,浦东新区,大数据平台架构师,3-5年,本科,35k-45k,"重视人才,发展空间大,业务上升期,高薪","['3', '5']",3,"['35', '45']",35
星环信息科技（上海）有限公司,星环科技,150-500人,C轮,徐汇区,大数据架构师—北京,3-5年,本科,16k以上,发展前景好 大牛多 成长快,"['3', '5']",3,['16'],16
上海文什数据科技有限公司,上海文什数据科技有限公司,15-50人,A轮,杨浦区,工业大数据算法工程师,1-3年,硕士,6k-12k,"五险一金,补充公积金,员工体检,带薪年假","['1', '3']",1,"['6', '12']",6
上海思华科技股份有限公司,思华科技,150-500人,D轮及以上,浦东新区,项目经理（大数据方向）,1-3年,本科,10k-20k,六险一金 带薪病事假,"['1', '3']",1,"['10', '20']",10
上海诗宝通讯技术有限公司,诗宝通讯,15-50人,天使轮,静安区,物联网大数据总监,3-5年,大专,8k-16k,"做五休二,带薪休假,年终奖金,五险一金","['3', '5']",3,"['8', '16']",8
上海享物说网络科技有限公司,享物说,50-150人,B轮,徐汇区,大数据架构师,3-5年,本科,30k-50k,"发展空间大,团队氛围好,大牛云集,弹性工作","['3', '5']",3,"['30', '50']",30
微医集团（浙江）有限公司,微医集团,500-2000人,C轮,徐汇区,大数据架构师,5-10年,本科,30k-35k,"五险一金,周末双休,弹性工作,带薪年假","['5', '10']",5,"['30', '35']",30
杭州谦信投资管理合伙企业（有限合伙）,谦信投资,少于15人,不需要融资,黄浦区,金融大数据工程师,不限,本科,8k-15k,"团队优秀,扁平管理,氛围良好",[],0,"['8', '15']",8
深圳市博奥特科技有限公司,博奥特科技,150-500人,未融资,浦东新区,BI大数据开发工程师,3-5年,本科,14k-20k,"五险一金,带薪休假,节日红包,弹性工作","['3', '5']",3,"['14', '20']",14
上海派拉软件股份有限公司,派拉软件,150-500人,上市公司,浦东新区,大数据架构师,5-10年,本科,25k-35k,"晋升空间大,产品研发,待遇优厚","['5', '10']",5,"['25', '35']",25
唯品会（中国）有限公司,唯品会,2000人以上,上市公司,闵行区,大数据平台高级开发工程师,5-10年,本科,25k-40k,"技术挑战大,团队氛围好","['5', '10']",5,"['25', '40']",25
苏州博世猫网络科技有限公司,Bossmall博世猫,150-500人,B轮,杨浦区,大数据架构师,5-10年,本科,30k-60k,"16薪,期权,弹性工作,加班少","['5', '10']",5,"['30', '60']",30
上海宏原信息科技有限公司,MarcPoint,15-50人,天使轮,徐汇区,大数据架构师,5-10年,本科,20k-40k,"优秀团队,快速成长,弹性工作,零食饮料","['5', '10']",5,"['20', '40']",20
易玩（上海）网络科技有限公司,TapTap,50-150人,A轮,闸北区,大数据平台架构师,3-5年,本科,30k-50k,"知名团队,技术导向,福利好,办公环境优","['3', '5']",3,"['30', '50']",30
哦加哦网络科技（上海）有限公司,猩便利,500-2000人,A轮,黄浦区,大数据架构师,5-10年,本科,35k-65k,发展前景好,"['5', '10']",5,"['35', '65']",35
科大讯飞股份有限公司,科大讯飞,2000人以上,上市公司,浦东新区,消费者BG-大数据开发工程师,1-3年,本科,15k-25k,"双休,五险一金,法定节假日,餐补交通补","['1', '3']",1,"['15', '25']",15
韩领网络科技（上海）有限公司,Coupang,150-500人,不需要融资,浦东新区,大数据开发架构师-Seller Intellige,5-10年,本科,28k-45k,"弹性工作制,补充公积金,定期体检,国外出差","['5', '10']",5,"['28', '45']",28
北京九章云极科技有限公司,九章云极科技,150-500人,B轮,长宁区,大数据架构师,3-5年,本科,30K-50K,技术大牛  技术驱动 Geek氛围,"['3', '5']",3,"['30', '50']",30
上海掌小门教育科技有限公司,掌门1对1在线教育,500-2000人,D轮及以上,虹口区,大数据架构师,5-10年,本科,25k-50k,"技术前沿,技术大佬,团队氛围,在线教育","['5', '10']",5,"['25', '50']",25
上海证大喜马拉雅网络科技有限公司,喜马拉雅,500-2000人,D轮及以上,浦东新区,大数据架构师,3-5年,本科,28k-40k,技术大牛，音频独角兽，弹性工作，发展平台,"['3', '5']",3,"['28', '40']",28
招商银行股份有限公司信用卡中心,招商银行信用卡中心,2000人以上,上市公司,浦东新区,大数据平台研发技术经理,5-10年,本科,30k-50k,职位晋升 年度体检 年终奖 年度旅游,"['5', '10']",5,"['30', '50']",30
众安在线财产保险股份有限公司,众安保险,2000人以上,上市公司,黄浦区,大数据开发（商业数据线）,1-3年,本科,15k-30k,高速发展，薪资福利优渥,"['1', '3']",1,"['15', '30']",15
人本集团有限公司,人本,500-2000人,不需要融资,浦东新区,大数据技术总监,5-10年,本科,40k-60k,"福利好,业务模式好,有发展","['5', '10']",5,"['40', '60']",40
前海煦逸信息技术（深圳）有限公司,ezbuy,500-2000人,C轮,浦东新区,大数据架构师,3-5年,本科,20k-40k,"带薪年假多,弹性办公,团队氛围佳,跨境电商","['3', '5']",3,"['20', '40']",20
同程网络科技股份有限公司,同程艺龙,2000人以上,D轮及以上,普陀区,大数据架构师,5-10年,本科,40k-60k,福利待遇、发展空间,"['5', '10']",5,"['40', '60']",40
上海德启信息科技有限公司,德邦,2000人以上,不需要融资,青浦区,大数据产品专家,10年以上,大专,40k-80k,"上市公司,完善制度,晋升空间大",['10'],10,"['40', '80']",40
上海创蓝文化传播有限公司,上海创蓝文化传播有限公司,150-500人,未融资,松江区,大数据架构师,5-10年,本科,35k-50k,"五险一金,期权奖励,年底双薪,福利待遇赞","['5', '10']",5,"['35', '50']",35
珠海横琴极盛科技有限公司,极盛科技,500-2000人,上市公司,浦东新区,大数据系统架构师,5-10年,大专,20k-40k,"年度旅游,弹性工作,福利补贴,绩效奖金","['5', '10']",5,"['20', '40']",20
两鲜商贸（上海）有限公司,两鲜,150-500人,A轮,浦东新区,大数据平台架构师,5-10年,本科,25k-50k,"氛围轻松,具有挑战,青春活力,吃吃喝喝","['5', '10']",5,"['25', '50']",25
北京九章云极科技有限公司,九章云极科技,150-500人,B轮,长宁区,资深大数据架构师,5-10年,本科,30k-50k,"领导好,技术驱动,六险一金,成长型公司","['5', '10']",5,"['30', '50']",30
上海领健信息技术有限公司,领健信息,150-500人,B轮,浦东新区,大数据平台统一数据服务-高级开发工程师-00382,5-10年,大专,18k-25k,"晋升空间大,团队好,产品牛","['5', '10']",5,"['18', '25']",18
连尚（北京）网络科技有限公司,掌门集团,500-2000人,B轮,浦东新区,大数据系统架构师,3-5年,本科,40k-50k,"发展空间大,工作氛围好","['3', '5']",3,"['40', '50']",40
百联全渠道电子商务有限公司,百联全渠道电商,500-2000人,不需要融资,黄浦区,资深大数据架构师,5-10年,本科,30k-50k,"集团项目,数据量大","['5', '10']",5,"['30', '50']",30
上海秦苍信息科技有限公司,买单侠,500-2000人,C轮,浦东新区,大数据支持,1-3年,本科,12k-18k,"晋升空间,福利好,补充商业险,弹性工作","['1', '3']",1,"['12', '18']",12
创络（上海）数据科技有限公司,chinapex,50-150人,B轮,徐汇区,大数据产品经理,1-3年,本科,15k-25k,"发展空间大,技能培训,领导好,弹性工作","['1', '3']",1,"['15', '25']",15
新城控股集团股份有限公司上海第一分公司,新城控股,2000人以上,上市公司,普陀区,大数据资深专业经理,5-10年,本科,30k-55k,"大平台,高薪资,团队强,规范","['5', '10']",5,"['30', '55']",30
深圳市博奥特科技有限公司,博奥特科技,150-500人,未融资,浦东新区,BI大数据,3-5年,本科,10k-18k,"节日福利,弹性工作,五险一金,生日福利","['3', '5']",3,"['10', '18']",10
上海中通吉网络技术有限公司,中通快递,2000人以上,上市公司,青浦区,大数据安全研发专家,5-10年,大专,25k-45k,"五险一金,班车,扁平化","['5', '10']",5,"['25', '45']",25
北京满运物流信息有限公司,运满满,500-2000人,D轮及以上,长宁区,大数据平台架构师,5-10年,不限,35k-70k,"独角兽,阿里投资,一晚级","['5', '10']",5,"['35', '70']",35
上海爱可生信息技术股份有限公司,爱可生,150-500人,B轮,徐汇区,大数据分析师,3-5年,本科,15k-30k,"新三板,技术大牛,零食水果供,团建","['3', '5']",3,"['15', '30']",15
上海拍拍贷金融信息服务有限公司,拍拍贷,2000人以上,上市公司,浦东新区,大数据测试工程师,5-10年,本科,15k-25k,"发展空间大,福利多多,发展空间大,上市公司","['5', '10']",5,"['15', '25']",15
